"nm0000001","Fred Astaire"
"nm0013765","El Agujetas"
"nm0013766","Manuel Agujetas"
"nm0013770","Alfonso Agullo"
"nm0013776","Neus Agulló"
"nm0013779","Sofya Agumava"
"nm0013782","Banner Agundez"
"nm0013783","Beano"
"nm0013784","Suar Agung"
"nm0013786","Yevgeniy Agurov"
"nm0013787","Santiago Agurto"
"nm0013788","Gianfranco Agus"
"nm0013789","Gianni Agus"
"nm0013790","Pippo Agusta"
"nm0013793","Marvin Agustin"
"nm0013798","Luis Agustoni"
"nm0013800","Andrés Agustí"
"nm0013801","Gabriel Agustí"
"nm0013802","Ignasi Agustí"
"nm0013805","J. Agustín"
"nm0013806","José Agustín"
"nm0013807","Alicia Agut"
"nm0013808","Leonid Agutin"
"nm0013810","Martín Aguyé"
"nm0013812","José Aguëras"
"nm0013814","Ergash Agzamov"
"nm0013815","Yuldash Agzamov"
"nm0013818","Gábor Agárdi"
"nm0013820","Ilona Agárdy"
"nm0013821","Ion Agârbiceanu"
"nm0013823","Héctor Esteban Agüero"
"nm0013824","Ignacio Agüero"
"nm0013825","Luis Agüero"
"nm0013826","Luis Eduardo Agüero"
"nm0013827","Ernesto Agüeros"
"nm0013828","Lawrence Ah Mon"
"nm0013830","Wai-Lun Lam"
"nm0013832","Ah-Chik"
"nm0013833","Ah-Lei Gua"
"nm0013837","Morteza Ahadi"
"nm0013838","S.M. Ahale"
"nm0013840","Saikat Ahamed"
"nm0013841","Pegah Ahangarani"
"nm0013842","Abolfazl Ahankhah"
"nm0013843","Mahrokh Ahankhah"
"nm0013844","Mehrdad Ahankhah"
"nm0013845","Monoochehr Ahankhah"
"nm0013854","Noa Aharoni"
"nm0013858","Greeta Ahart"
"nm0013865","Yasmina Djaballah"
"nm0013868","Sverker Ahde"
"nm0013869","Charlie Ahearn"
"nm0013872","George Ahearn"
"nm0013874","John Ahearn"
"nm0013877","Thomas Ahearn"
"nm0013878","Joe Ahearne"
"nm0013879","Preston Ahearn"
"nm0013887","Curtis Ahenakew"
"nm0013889","Lloyd Ahern II"
"nm0013890","Michael J. Ahern"
"nm0013893","Brian Ahern"
"nm0013897","Daniel Ahern"
"nm0013912","Lassie Lou Ahern"
"nm0013913","Liam Ahern"
"nm0013914","Lloyd Ahern Sr."
"nm0013919","Nick Ahern"
"nm0013921","Patrick Ahern"
"nm0013927","Tim Ahern"
"nm0013929","Will Ahern"
"nm0013932","Michael Aherne"
"nm0013934","Patrick Aherne"
"nm0013935","Richard Aherne"
"nm0013938","Pertti Aherva"
"nm0013941","Elton Ahi"
"nm0013946","Oktay Ahiska"
"nm0013948","Marilou Ahité"
"nm0013961","Ossi Ahlapuro"
"nm0013965","B.M. Ahlberg"
"nm0013968","Julie Ahlberg"
"nm0013972","Mac Ahlberg"
"nm0013975","Ulf Ahlberg"
"nm0013977","Jakop Ahlbom"
"nm0013983","Karl Gustav Ahlefeldt"
"nm0013988","Anny Ahlers"
"nm0013989","Ansgar Ahlers"
"nm0013991","David Ozzie Ahlers"
"nm0013995","Mathieu Ahlersmeyer"
"nm0013996","Eve Ahlert"
"nm0014006","Birgitta Ahlgren"
"nm0014014","John Ahlgren"
"nm0014016","Lars-Erik Ahlgren"
"nm0014019","Sofie Maria Ahlgren"
"nm0014020","Stig Ahlgren"
"nm0014024","Agneta Ahlin"
"nm0014026","Ernfrid Ahlin"
"nm0014027","Harry Ahlin"
"nm0014030","Margarita Ahlin"
"nm0014031","Margita Ahlin"
"nm0014033","Sven Ahlin"
"nm0014034","Peter Ahlm"
"nm0014039","Kristina Ahlmark-Michanek"
"nm0014042","David Ahlquist"
"nm0014050","Kerstin Ahlrichs"
"nm0014051","Arvo Ahlroos"
"nm0014053","Milka Ahlroth"
"nm0014055","Herman Ahlsell"
"nm0014059","Leopold Ahlsen"
"nm0014062","Börje Ahlstedt"
"nm0014064","Ivar Ahlstedt"
"nm0014065","Johan Ahlstedt"
"nm0014078","Sven Ahlström"
"nm0014081","Dolly Ahluwalia"
"nm0014083","H. Ahluwalia"
"nm0014084","Sukhdev Ahluwalia"
"nm0014086","Henrik Ahlén"
"nm0014087","Fauziah Ahmad Daud"
"nm0014088","Hisham Ahmad Tajuddin"
"nm0014089","Adam Ahmad"
"nm0014091","Aftab Ahmad"
"nm0014092","Ahmad Mohamad Ahmad"
"nm0014093","Aida Ahmad"
"nm0014095","Basma"
"nm0014096","Fatimah Ahmad"
"nm0014098","Kamal Ahmad"
"nm0014101","Maher Ahmad"
"nm0014102","Nordin Ahmad"
"nm0014103","Norlida Ahmad"
"nm0014105","Rafik Ali Ahmad"
"nm0014107","Salmah Ahmad"
"nm0014109","Samira Ahmed"
"nm0014110","Shahnon Ahmad"
"nm0014118","Ayoub Ahmadi"
"nm0014121","Manoucher Ahmadi"
"nm0014122","Mehdi Ahmadi"
"nm0014123","Mohammad Ahmadi"
"nm0014125","Babak Ahmadpoor"
"nm0014126","Mirwais Ahmadzaï"
"nm0014127","Ahmang"
"nm0014128","Mary Ahmann"
"nm0014130","Tim Ahmann"
"nm0014133","Paul Ahmarani"
"nm0014134","Abdoulaye Ahmat"
"nm0014135","Ahmed Ahmed"
"nm0014136","Aisling Ahmed"
"nm0014137","Akbar Ahmed"
"nm0014138","Ali Ahmed"
"nm0014141","Bulbul Ahmed"
"nm0014143","Doria Ahmed"
"nm0014146","Fareed Ahmed"
"nm0014147","Faruque Ahmed"
"nm0014148","Hamdy Ahmed"
"nm0014151","Hassan Ahmed"
"nm0014152","Humayun Ahmed"
"nm0014153","Hussein Ahmed"
"nm0014160","Kiumars Poorahmad"
"nm0014161","Lalita Ahmed"
"nm0014164","Mukhtar Ahmed"
"nm0014165","Nabi Ahmed"
"nm0014169","Rashid Ahmed"
"nm0014171","S. Mushtaq Ahmed"
"nm0014172","Samir Ahmed"
"nm0014175","Shafiq Ahmed"
"nm0014176","Shamim Ahmed"
"nm0014179","Suj Ahmed"
"nm0014180","Sultan Ahmed"
"nm0014181","Syed Ahmed"
"nm0014182","T. Ahmed"
"nm0014183","Tanvir Ahmed"
"nm0014185","Vaneeza Ahmad"
"nm0014186","W.Z. Ahmed"
"nm0014187","Wissam W. Ahmed"
"nm0014192","Brian Ahmes"
"nm0014199","Ekrem Ahmeti"
"nm0014203","Byeong-ki Ahn"
"nm0014204","Byoung-ju Ahn"
"nm0014205","Duyen Anh"
"nm0014208","Hae-sook Ahn"
"nm0014210","Jae-wook Ahn"
"nm0014213","Junghyo Ahn"
"nm0014215","Nae-sang Ahn"
"nm0014216","Peggy Ahn"
"nm0014217","Philip Ahn"
"nm0014218","Philson Ahn"
"nm0014221","Richard Ahn"
"nm0014222","So-Im Ahn"
"nm0014223","So-young Ahn"
"nm0014225","Stephanie Ahn"
"nm0014227","Sung-Ki Ahn"
"nm0014228","Yong-Nam Ahn"
"nm0014233","Henry Ahnee"
"nm0014235","Helmut Ahner"
"nm0014238","Gerlind Ahnert"
"nm0014240","Pia Ahnfelt-Rønne"
"nm0014242","Hakon Ahnfelt-Rønne"
"nm0014244","Anna Ahnstedt"
"nm0014247","Eero Aho"
"nm0014249","Heikki Aho"
"nm0014251","Juhani Aho"
"nm0014253","Martta Aho"
"nm0014254","Mike Aho"
"nm0014259","Heikki Ahola"
"nm0014261","Jouko Ahola"
"nm0014262","Kalle Ahola"
"nm0014263","Kari Ahola"
"nm0014265","Robert Ahola"
"nm0014266","Irja Aholainen"
"nm0014273","Olavi Ahonen"
"nm0014277","Rauno Ahonen"
"nm0014281","Timo Ahonen"
"nm0014283","Valfrid Ahonen"
"nm0014284","Heikki Ahonius"
"nm0014285","Benaïssa Ahaouari"
"nm0014286","Michalis Ahouriotis"
"nm0014290","Latifa Ahrar"
"nm0014291","Sonsee Neu"
"nm0014294","Barbara M. Ahren"
"nm0014297","Richard Ahren"
"nm0014298","Albin Ahrenberg"
"nm0014300","Staffan Ahrenberg"
"nm0014304","Chad Ahrendt"
"nm0014306","Mette Maria Ahrenkiel"
"nm0014311","Christopher Ahrens"
"nm0014317","Hans Ahrens"
"nm0014319","Hermann Ahrens"
"nm0014320","Horst-Peter Ahrens"
"nm0014321","Ingrid Ahrens"
"nm0014325","Julia Ahrens"
"nm0014326","Lynn Ahrens"
"nm0014327","Marcel Ahrens"
"nm0014335","Monique Ahrens"
"nm0014336","Nümi Ahrens"
"nm0014338","Peter Arens"
"nm0014343","Thekla Ahrens"
"nm0014344","Thomas Ahrens"
"nm0014351","Elof Ahrle"
"nm0014353","Leif Ahrle"
"nm0014356","Marianne Ahrne"
"nm0014357","Claude Ahro"
"nm0014358","Arthur W. Ahrweiler"
"nm0014359","Peter Ahrweiler"
"nm0014361","Angel Ahryanov"
"nm0014362","Boyanka Ahryanova"
"nm0014363","Nils Aréhn"
"nm0014364","Mehdi Ahsan"
"nm0014365","Munshi Ahsan"
"nm0014371","Benaissa Ahssin"
"nm0014374","Arvo Ahti"
"nm0014377","Eija-Liisa Ahtila"
"nm0014378","Ahto Heiden"
"nm0014381","Yuklin Ahue"
"nm0014382","Clarissa Ahuet"
"nm0014383","Julio Ahuet"
"nm0014384","Ahui Camacho"
"nm0014385","Ashok Ahuja"
"nm0014386","Richa Ahuja Badami"
"nm0014389","Alberto Ahumada"
"nm0014391","Galo Ahumada"
"nm0014402","Jukka Ahuva"
"nm0014404","Anneli Ahven"
"nm0014406","Olli Ahvenlahti"
"nm0014408","Eija Ahvo"
"nm0014409","Jaakko Ahvonen"
"nm0014411","Peggy Ahwesh"
"nm0014413","Catherine Ai"
"nm0014415","Jing Ai"
"nm0014416","Kyôko Ai"
"nm0014418","Michiko Ai"
"nm0014419","Nuo Ai"
"nm0014420","Tomoko Ai"
"nm0014421","Wai Al"
"nm0014423","Ai-Hua Yang"
"nm0014424","Youssef Aiani"
"nm0014425","Antonio Aiazzi"
"nm0014426","Óscar Aibar"
"nm0014432","Ricardo Aibéo"
"nm0014433","Jean Aicard"
"nm0014434","Federico Aicardi"
"nm0014435","Giuseppe Aicardi"
"nm0014439","Gopa Aich"
"nm0014441","Thea Aichbichler"
"nm0014443","Ken Aichele"
"nm0014446","Marius Aicher"
"nm0014447","Josef Aichholzer"
"nm0014448","Peter Aichholzer"
"nm0014449","Wolfgang Aichholzer"
"nm0014450","Matthias Aichhorn"
"nm0014451","Michael Aichhorn"
"nm0014456","Eva Decastelo"
"nm0014458","Andreas Aichmayr"
"nm0014472","Sayaka Aida"
"nm0014473","Toshiharu Aida"
"nm0014474","Umie Aida"
"nm0014476","Youssouff Aidaby"
"nm0014479","Sergei Aidarov"
"nm0014483","Betsy Aidem"
"nm0014488","Charles Aidikoff"
"nm0014490","Arthur Aidinyan"
"nm0014493","Charles Aidman"
"nm0014494","Hronis Aidonidis"
"nm0014495","Blondel Aidoo"
"nm0014503","Pier Francesco Aiello"
"nm0014511","Lorenzo Aiello"
"nm0014515","Maurizio Aiello"
"nm0014518","Pietro Aiello"
"nm0014519","Rick Aiello"
"nm0014520","Shu Aiello"
"nm0014523","Joseba Aierbe"
"nm0014524","Iñaki Aierra"
"nm0014528","Salvatore Aiesi"
"nm0014531","Alexei Aigui"
"nm0014533","Line Aigly"
"nm0014535","Anton Maria Aigner"
"nm0014538","Georg Aigner"
"nm0014540","Sophie Aigner"
"nm0014543","Hiromi Aihara"
"nm0014545","Kôichi Aihara"
"nm0014550","Shafi Aijaz"
"nm0014551","Kazuyuki Aijima"
"nm0014553","Misa Aika"
"nm0014554","Keiko Aikawa"
"nm0014555","Kin'ya Aikawa"
"nm0014556","Shô Aikawa"
"nm0014557","Rikako Aikawa"
"nm0014558","Shô Aikawa"
"nm0014560","V. Haykazyan"
"nm0014562","Adrienne Aiken"
"nm0014571","George L. Aiken"
"nm0014575","Joan Aiken"
"nm0014579","Julie Aiken"
"nm0014582","Liam Aiken"
"nm0014583","Loclann Aiken"
"nm0014584","Mark Aiken"
"nm0014585","Robert Aiken"
"nm0014589","Chris Aikenhead"
"nm0014590","Bart Aikens"
"nm0014594","Vanoye Aikens"
"nm0014598","Susana Aikin"
"nm0014599","Stuart Aikins"
"nm0014600","Hilma Aikio"
"nm0014602","Anthony Aikman"
"nm0014604","Jeffrey H. Aikman"
"nm0014605","Laura Aikman"
"nm0014606","Luke Aikman"
"nm0014608","Trevor Aikman"
"nm0014611","Hans Ailbout"
"nm0014612","Madeleine Aile"
"nm0014614","Roger Ailes"
"nm0014617","Alvin Ailey"
"nm0014618","Yveline Ailhaud"
"nm0014620","Liya Ai"
"nm0014627","Michel Aim"
"nm0014631","Brahim Aimad"
"nm0014634","Tamur Aimara"
"nm0014636","Harald Aimarsen"
"nm0014637","Brigitte Aime"
"nm0014638","Maya-Gozel Aimedova"
"nm0014640","Blanche Aimee"
"nm0014641","Chantal Aimée"
"nm0014642","Marcel Aimée"
"nm0014644","David Aimerito"
"nm0014646","Mildred Ames"
"nm0014650","Jean-Claude Aimini"
"nm0014652","Aldous Aimone"
"nm0014654","Marja-Sisko Aimonen"
"nm0014656","Raymond Aimos"
"nm0014663","Djillali Ain-Tedeles"
"nm0014664","Shirikiana Aina"
"nm0014665","Juan Ainaud de Lasarte"
"nm0014666","Wolfgang Ainberger"
"nm0014668","Jane Ainbinder"
"nm0014669","Mira Ainbinder"
"nm0014670","Pekka Aine"
"nm0014674","Nena Ainhoren"
"nm0014675","Sharifah Aini"
"nm0014677","Anthony Ainley"
"nm0014678","Clarissa Ainley"
"nm0014680","Henry Ainley"
"nm0014684","Lynn Ainley"
"nm0014689","Richard Ainley"
"nm0014693","Satoru Ainoda"
"nm0014694","Karim Aïnouz"
"nm0014697","Chris Ainscough"
"nm0014698","Grant Ainscough"
"nm0014703","Marian Ainslee"
"nm0014704","Mary Ainslee"
"nm0014707","James D. Ainsley"
"nm0014710","Norman Ainsley"
"nm0014711","Paul Ainsley"
"nm0014714","Scott Ainslie"
"nm0014718","Norman Anstey"
"nm0014720","Andrew Ainsworth"
"nm0014724","Helen Ainsworth"
"nm0014726","Gary J. Ainsworth"
"nm0014728","Harrison Ainsworth"
"nm0014732","John Ainsworth"
"nm0014734","John Ainsworth"
"nm0014736","Kerri Ainsworth"
"nm0014738","Leonora Ainsworth"
"nm0014740","Phil Ainsworth"
"nm0014742","Sidney Ainsworth"
"nm0014745","Virginia Ainsworth"
"nm0014751","Chieko Aioi"
"nm0014756","Donna Air"
"nm0014757","Luis Aira"
"nm0014759","Arvo Airaksinen"
"nm0014760","Pirjo Airaksinen"
"nm0014761","Roberto Airaldi"
"nm0014762","Hemmo Airamo"
"nm0014763","Antonio Iranzo"
"nm0014764","Georgi Airapetov"
"nm0014765","Boris Airapetyan"
"nm0014766","Eduard Airapetyan"
"nm0014767","Oona Airas"
"nm0014770","Catherine Aird"
"nm0014771","Gilles Aird"
"nm0014773","Holly Aird"
"nm0014774","Jane Aird"
"nm0014780","Hélène Arié"
"nm0014781","Tara Aire"
"nm0014787","Patrícia Aires"
"nm0014788","Percy Aires"
"nm0014789","Renato Aires"
"nm0014791","Rui Aires"
"nm0014800","Mireille Darc"
"nm0014801","Teddy Airhart"
"nm0014803","Andrew Airlie"
"nm0014805","Eino Airo"
"nm0014808","Conchita Airoldi"
"nm0014810","Daniela Airoldi"
"nm0014814","José Airosa"
"nm0014816","Gianni Airò"
"nm0014817","Aïssa"
"nm0014819","Tooru Aizawa"
"nm0014821","Isaac Aisemberg"
"nm0014825","Ramiro Civita"
"nm0014829","Henri Aisner"
"nm0014831","Robert Aisner"
"nm0014835","Kerry Aissa"
"nm0014837","Claude-France Aïssé"
"nm0014838","Bruno SX"
"nm0014840","Arthur C. Aiston"
"nm0014843","Khadija Ait Hamou"
"nm0014844","Yasit Ait Hamoudi"
"nm0014856","Peggy Aitchison"
"nm0014858","Suzy Aitchison"
"nm0014861","Alain Aithnard"
"nm0014862","Medina Aitieva"
"nm0014868","Brook Aitken"
"nm0014871","Garrick Aitken"
"nm0014872","H.E. Aitken"
"nm0014873","Harvey Atkin"
"nm0014874","Iain Aitken"
"nm0014878","Len Aitken"
"nm0014880","Mabel Aitken"
"nm0014881","Madeline Aitken"
"nm0014883","Maria Aitken"
"nm0014890","Robert Aitken"
"nm0014894","Spottiswoode Aitken"
"nm0014896","Tony Aitken"
"nm0014899","Will Aitken"
"nm0014902","Michael Aitkens"
"nm0014903","Raikhan Aitkhozhanova"
"nm0014904","Camilla Ochlan"
"nm0014907","Chingiz Aitmatov"
"nm0014908","Mike Aiton"
"nm0014910","Natasha Aitouganov"
"nm0014913","Anni Aitto"
"nm0014919","Amy Aivazian"
"nm0014921","Aghasi Ayvazyan"
"nm0014922","Armen Ayvazyan"
"nm0014926","Alain d' Aix"
"nm0014929","Gonzalo Aiza Ávalos"
"nm0014930","Gonzalo Aiza"
"nm0014931","Asunción Aiza Banduni"
"nm0014932","Emiko Aizawa"
"nm0014934","Kazushige Aizawa"
"nm0014938","Yuzuru Aizawa"
"nm0014939","Margarita Aizcorbe"
"nm0014940","Adriana Aizemberg"
"nm0014941","Tsipor Aizen"
"nm0014942","Ana Aizenberg"
"nm0014944","Grigoriy Ayzenberg"
"nm0014947","Mark Aizenberg"
"nm0014949","Mark Aizikovitsch"
"nm0014953","Carrie Aizley"
"nm0014954","Kyôko Aizome"
"nm0014955","Yumeko Aizome"
"nm0014956","Óscar Aizpeolea"
"nm0014957","Iñaki Aizpuru"
"nm0014959","Aja"
"nm0014960","Alexandre Aja"
"nm0014961","Segun Ajaga"
"nm0014963","Mashood Ajala"
"nm0014968","Adimu Ajanaku"
"nm0014973","Ajay"
"nm0014974","Irene Ajay"
"nm0014976","Ajayan"
"nm0014977","Franklyn Ajaye"
"nm0014978","Afolabi Ajayi"
"nm0014979","Ajayshanthi"
"nm0014981","Florijan Ajdini"
"nm0014987","Jhano Ajemian"
"nm0014990","Gloria Ajenstat"
"nm0014992","Melihate Ajeti"
"nm0014997","Abdellah Ajil"
"nm0015000","Ajit"
"nm0015001","Ajith Kumar"
"nm0015003","Ajmal"
"nm0015004","Shaken Ajmanov"
"nm0015006","Nazir Ajmeri"
"nm0015008","Danièle Ajoret"
"nm0015012","Sabina Ajrula"
"nm0015014","Andor Ajtay"
"nm0015016","Árpád Ajtony"
"nm0015019","José Antonio Ajuria"
"nm0015020","Julián Ajuria"
"nm0015022","Miguel Ángel Ajuria"
"nm0015023","Milan Ajvaz"
"nm0015024","Georgi Ajvazov"
"nm0015025","Sandor Ajzenstat"
"nm0015027","Kôshirô Aka"
"nm0015031","M. Akabirov"
"nm0015032","Shôichirô Akaboshi"
"nm0015033","Soumaya Akaaboune"
"nm0015037","Lütfi Akad"
"nm0015038","Kom Akkadej"
"nm0015041","Margrét Ákadóttir"
"nm0015042","Baku Akae"
"nm0015043","Bertin Akaffou"
"nm0015044","Jirô Akagawa"
"nm0015045","Harue Akagi"
"nm0015046","John Akagi"
"nm0015047","Ranko Akagi"
"nm0015049","Satoshi Akagi"
"nm0015051","Shirô Kido"
"nm0015052","Aya Akahori"
"nm0015056","Steve Akahoshi"
"nm0015058","Daisuke Akai"
"nm0015060","Hidekazu Akai"
"nm0015061","Junji Akai"
"nm0015063","Fumiko Akaike"
"nm0015068","Kiran Shiva Akal"
"nm0015069","JoAnne Akalaitis"
"nm0015072","Sahinaz Akalin"
"nm0015074","Nigel Akam"
"nm0015077","Takashi Akamine"
"nm0015080","Mehmet Akan"
"nm0015081","Tarik Akan"
"nm0015083","Leo Akana"
"nm0015085","Kazuki Akane"
"nm0015086","Akanksha"
"nm0015087","Tachio Akano"
"nm0015088","Deniz Akar"
"nm0015091","Serdar Akar"
"nm0015092","Pisan Akaraseni"
"nm0015095","Samia Akarriou"
"nm0015096","Shynar Akarova"
"nm0015099","Aynur Akarsu"
"nm0015100","Makaharu Akasa"
"nm0015101","Nagayoshi Akasaka"
"nm0015102","Koreyoshi Akasaka"
"nm0015103","Sriramulu Akasam"
"nm0015105","Akashdeep"
"nm0015109","Taro Akashi"
"nm0015110","Ushio Akashi"
"nm0015114","Yoshihito Akatsuka"
"nm0015115","Makoto Akatsuka"
"nm0015118","Shigeru Akatsuka"
"nm0015120","Chief Akawanush"
"nm0015121","Ezel Akay"
"nm0015122","Izzet Akay"
"nm0015124","Denis Akiyama"
"nm0015125","Natalia Akayomova"
"nm0015126","Chieko Akaza"
"nm0015127","Etsuko Akaza"
"nm0015128","Miyoko Akaza"
"nm0015129","Tami Akaza"
"nm0015130","Demet Akbag"
"nm0015133","Ali Akbar"
"nm0015134","M. Akbar"
"nm0015136","S.A. Akbar"
"nm0015137","Tami Roman"
"nm0015138","Abdolreza Akbari"
"nm0015140","Rashid Akbari"
"nm0015141","Erdinç Akbas"
"nm0015142","Aydemir Akbas"
"nm0015143","Aliakper Gasan-Zade"
"nm0015144","Deniz Akbulut"
"nm0015145","Halit Akçatepe"
"nm0015146","Leman Akçatepe"
"nm0015147","Sitki Akçatepe"
"nm0015149","Jacques Akchoti"
"nm0015150","Albert Akchurin"
"nm0015151","Sergei Akchurin"
"nm0015156","Sedat Akdemir"
"nm0015157","Ali Akdeniz"
"nm0015159","Fatos Akdeniz"
"nm0015161","Mehmet Akdil"
"nm0015162","Vedat Akdikmen"
"nm0015164","Jûzaburô Akechi"
"nm0015166","Muriel Aked"
"nm0015167","Naima Akef"
"nm0015168","Masayuki Akehi"
"nm0015173","Jason Akel"
"nm0015174","Vijay Akela"
"nm0015177","Dawn Akemi"
"nm0015180","Pierre Akendengue"
"nm0015190","Mya Stark"
"nm0015193","Jeremy Akerman"
"nm0015196","Malin Akerman"
"nm0015197","Natalia Akerman"
"nm0015199","Andra Akers"
"nm0015205","George Akers"
"nm0015207","Irvin Akers"
"nm0015214","Michael D. Akers"
"nm0015218","Steve Akers"
"nm0015220","William M. Akers"
"nm0015223","Donna Akersten"
"nm0015230","Zee Alexander"
"nm0015231","Lisa Akey"
"nm0015233","William Akey"
"nm0015235","Rustam Akhadov"
"nm0015236","Valeri Akhadov"
"nm0015242","Fatemeh Cherag Akhar"
"nm0015243","Kanat Akhatov"
"nm0015244","Farhang Akhavan"
"nm0015246","Morteza Akhavan"
"nm0015247","Mostafa Akhavan"
"nm0015248","Damian Akhavi"
"nm0015253","Liya Akhedzhakova"
"nm0015254","Akhenaton"
"nm0015255","Dinmukhamet Akhimov"
"nm0015256","Leila Akhinzhanova"
"nm0015262","Bella Akhmadulina"
"nm0015263","Pulat Akhmatov"
"nm0015264","Anna Akhmatova"
"nm0015266","Saday Akhmedov"
"nm0015267","Yakub Akhmedov"
"nm0015269","Nuriya Akhmedova"
"nm0015270","Umida Akhmedova"
"nm0015271","Zuleikha Akhmerova"
"nm0015272","Murat Akhmetov"
"nm0015273","Ruslan Akhmetov"
"nm0015274","Amina Akhmetova"
"nm0015277","Alina Akhnazaryants"
"nm0015279","Dato Akhobadze"
"nm0015282","Vitold Akhramovich"
"nm0015284","Gauri Shankarlal Akhtar"
"nm0015285","Champa"
"nm0015286","Jan Nissar Akhtar"
"nm0015287","Javed Akhtar"
"nm0015288","Khalid Akhtar"
"nm0015289","Masood Akhtar"
"nm0015290","N.E. Akhtar"
"nm0015292","Salim Akhtar"
"nm0015293","Sardar Akhtar"
"nm0015295","Zoya Akhtar"
"nm0015296","Akhtar-Ul-Iman"
"nm0015297","Akhtari"
"nm0015299","Alla Akhundova"
"nm0015300","Lucy Akhurst"
"nm0015301","Archil Akhvlediani"
"nm0015303","Erlom Akhvlediani"
"nm0015304","Lomer Akhvlediani"
"nm0015305","M. Akhvlediani"
"nm0015306","Zaira Akhvlediani"
"nm0015309","Haru Aki"
"nm0015310","Aki Takejô"
"nm0015311","Chiharu Akiba"
"nm0015312","Dan Akiba"
"nm0015314","Seikou Akiba"
"nm0015316","Masayuki Akieda"
"nm0015318","Reiko Akigawa"
"nm0015321","Lisa Akikawa"
"nm0015325","Chanel Akiko Hirai"
"nm0015327","Mara Brock Akil"
"nm0015328","Salim Akil"
"nm0015331","Noboru Akima"
"nm0015332","Akimi Yoshida"
"nm0015334","Liisa Akimof"
"nm0015336","Kiyoaki Akimoto"
"nm0015339","Osamu Akimoto"
"nm0015340","Yasushi Akimoto"
"nm0015342","Yôsuke Akimoto"
"nm0015343","Boris Akimov"
"nm0015344","Igor Akimov"
"nm0015346","Leonid Akimov"
"nm0015347","Nikolai Akimov"
"nm0015348","Nikolai Akimov"
"nm0015349","Sergei Akimov"
"nm0015350","Vladimir Akimov"
"nm0015351","Natalya Akimova"
"nm0015355","Cem Akin"
"nm0015358","David W. Akin"
"nm0015359","Fatih Akin"
"nm0015360","Filiz Akin"
"nm0015367","Mohamed Lamine Akin"
"nm0015368","Mustafa Enver Akin"
"nm0015370","Philip Akin"
"nm0015372","Yasar Akin"
"nm0015373","Henry Akina"
"nm0015374","Bülent Akinci"
"nm0015375","Nuri Akinci"
"nm0015376","Tux Akindoyeni"
"nm0015381","Hale Akinli"
"nm0015382","Adewale Akinnuoye-Agbaje"
"nm0015383","Taisaku Akino"
"nm0015385","Sakurako Akino"
"nm0015386","Yôko Akino"
"nm0015391","Claude Akins"
"nm0015395","Lewell Akins"
"nm0015399","Zoe Akins"
"nm0015401","Omonike Akinyemi"
"nm0015402","Julliet Akinyi"
"nm0015403","Dylan Akio Smith"
"nm0015405","Vasil Akiov"
"nm0015406","V. Akishni"
"nm0015407","Ejder Akisik"
"nm0015408","Peter Akister"
"nm0015409","Jihei Akita"
"nm0015411","Mitsuhiko Akita"
"nm0015414","Yôko Akitani"
"nm0015416","Hiroshi Akitsu"
"nm0015417","Keisuke Akitsu"
"nm0015424","Bruce Akiyama"
"nm0015425","Katsuhito Akiyama"
"nm0015426","Katsutoshi Akiyama"
"nm0015429","Makoto Akiyama"
"nm0015431","Michio Akiyama"
"nm0015433","Miyuki Akiyama"
"nm0015435","Takashi Akiyama"
"nm0015438","Yukio Akiyama"
"nm0015439","Yutaka Akiyama"
"nm0015440","Kumiko Akiyoshi"
"nm0015441","Toshiko Akiyoshi"
"nm0015442","Yasumi Akiyoshi"
"nm0015443","Malek Akkad"
"nm0015444","Malek Stephen Akkad"
"nm0015445","Fethi Akkari"
"nm0015446","Aytekin Akkaya"
"nm0015448","Akkemay"
"nm0015455","Simon Akkerman"
"nm0015458","Annapurna Akkineni"
"nm0015459","Nagarjuna Akkineni"
"nm0015460","Venkat Akkineni"
"nm0015466","L. Sidney"
"nm0015472","Martin Akmakjian"
"nm0015475","Eris Akman"
"nm0015476","Tekin Akmansoy"
"nm0015477","Kalyk Akmatov"
"nm0015478","Kazat Akmatov"
"nm0015483","Ogonozar Aknazarov"
"nm0015486","Pierre Aknine"
"nm0015489","Steve Ako"
"nm0015491","Yuda Acco"
"nm0015494","Hakan Akol"
"nm0015497","John Akomfrah"
"nm0015498","Joe Akonor"
"nm0015499","Päivi Akonpelto"
"nm0015500","Colin Akoon"
"nm0015503","Eduard Akopov"
"nm0015506","Marina Akopova"
"nm0015508","Amayak Akopyan"
"nm0015511","Greg Akopyan"
"nm0015513","Vrezh Hakobyan"
"nm0015515","Istvan Akos"
"nm0015520","Joseph Akouissone"
"nm0015523","Mukharbek Akov"
"nm0015524","Pearce Akpata"
"nm0015526","Mehmet Ali Akpinar"
"nm0015527","Metin Akpinar"
"nm0015528","Necati Akpinar"
"nm0015531","Ignat Akrachkov"
"nm0015533","Barmak Akram"
"nm0015536","Jamsheed Akrami"
"nm0015537","Bakhram Akramov"
"nm0015538","Mike Akrawi"
"nm0015539","Romeo Akrawi"
"nm0015541","Ottar Akre"
"nm0015548","Franklin Akrofi"
"nm0015549","Khaled Akrout"
"nm0015552","Sergey Aksakov"
"nm0015556","Ulla Akselson"
"nm0015557","Ivan Aksenchuk"
"nm0015558","Vitali Aksyonov"
"nm0015563","Mehmet Aksin"
"nm0015566","Erol Aksoy"
